player_id,player_name,birthday,height,weight,real_pos
40938,Abel,12/22/78 0:00,177.8,165,ST
37422,Abella Perez Damia,4/15/82 0:00,187.96,174,
114503,Abiola Dauda,2/3/88 0:00,180.34,165,RS
27277,Abou Diaby,5/11/86 0:00,193.04,168,CDM
181344,Aboubacar Tandia,10/5/83 0:00,193.04,185,ST
581141,Aboubakar Kamara,3/7/95 0:00,177.8,168,ST
80592,Aboubakar Oumarou,4/1/87 0:00,182.88,168,LM
165706,Abraham Gonzalez,7/16/85 0:00,177.8,176,CB
210453,Abraham Guie Gneki,7/25/86 0:00,180.34,154,
208635,Abraham Kudemor,2/25/85 0:00,182.88,179,
213695,Abraham Minero,2/22/86 0:00,175.26,157,
33715,Abraham Paz Cruz,3/14/79 0:00,177.8,165,
41489,Achille Coser,7/14/82 0:00,185.42,174,GK
25571,Achille Emana,6/5/82 0:00,180.34,170,CAM
660145,Achille Vaarnold,1/26/96 0:00,175.26,157,LW
45960,Achmed Ahahaoui,12/6/83 0:00,177.8,152,LWM
293235,Achraf Lazaar,9/22/92 0:00,182.88,168,LM
34487,Aco Stojkov,4/29/83 0:00,177.8,165,ST
26331,Adailton,4/14/83 0:00,190.5,187,RB
41749,Adailton,1/24/77 0:00,175.26,161,RB
495841,Adalberto Penaranda,5/31/97 0:00,182.88,172,
519835,Adam Armstrong,2/10/97 0:00,172.72,152,ST
68840,Adam Banas,12/25/82 0:00,185.42,174,
27534,Adam Bodzek,9/7/85 0:00,182.88,174,LDM
157303,Adam Bogdan,9/27/87 0:00,193.04,198,GK
563198,Adam Brown,6/9/95 0:00,177.8,141,RM
557396,Adam Buksa,7/12/96 0:00,190.5,172,ST
365666,Adam Campbell,1/1/95 0:00,170.18,161,LM
180197,Adam Collin,12/9/84 0:00,190.5,172,GK
310346,Adam Cummins,3/3/93 0:00,187.96,172,CB
68962,Adam Danch,12/15/87 0:00,182.88,179,LCB
429870,Adam Deja,6/24/93 0:00,185.42,181,CDM
23133,Adam Drury,8/29/78 0:00,180.34,161,RM
420209,Adam Drury,9/9/93 0:00,177.8,152,RM
308280,Adam Duda,4/29/91 0:00,187.96,170,ST
361712,Adam Dzwigala,9/25/95 0:00,185.42,176,
38617,Adam Federici,1/31/85 0:00,187.96,198,GK
173993,Adam Fraczczak,8/7/87 0:00,182.88,168,
277313,Adam Gyurcso,3/6/91 0:00,180.34,132,
40568,Adam Hammill,1/25/88 0:00,177.8,163,LM
281079,Adam Henley,6/14/94 0:00,177.8,170,RB
89240,Adam Hlousek,12/20/88 0:00,187.96,168,
24159,Adam Johnson,7/14/87 0:00,175.26,139,RM
414208,Adam King,10/11/95 0:00,180.34,165,CM
43317,Adam Kokoszka,10/6/86 0:00,187.96,181,LDM
37234,Adam Lallana,5/10/88 0:00,172.72,161,RM
24952,Adam Le Fondre,12/2/86 0:00,175.26,161,ST
209372,Adam Maher,7/20/93 0:00,175.26,143,CAM
69518,Adam Marciniak,9/28/88 0:00,182.88,181,LB
478447,Adam Marusic,10/17/92 0:00,177.8,179,
500502,Adam Masina,1/2/94 0:00,187.96,172,LB
170593,Adam Matthews,1/13/92 0:00,177.8,157,RB
185336,Adam Matuschyk,2/14/89 0:00,180.34,165,RCM
69249,Adam Mojta,6/30/86 0:00,177.8,154,
407308,Adam Morgan,4/21/94 0:00,177.8,157,ST
12245,Adam Nemec,9/2/85 0:00,190.5,198,ST
684978,Adam Ounas,11/11/96 0:00,172.72,141,RW
306507,Adam Pazio,9/27/92 0:00,182.88,159,RB
73078,Adam Pinter,6/12/88 0:00,190.5,185,CDM
31916,Adam Rooney,4/21/88 0:00,177.8,172,ST
555649,Adam Ryczkowski,4/30/97 0:00,177.8,157,RM
158861,Adam Sarota,12/28/88 0:00,182.88,161,RCM
160447,Adam Smith,4/29/91 0:00,180.34,179,RB
36774,Adam Szalai,12/9/87 0:00,193.04,201,
243068,Adam Taggart,6/2/93 0:00,182.88,152,ST
71359,Adam Vass,9/9/88 0:00,180.34,165,
495942,Adam Waszkiewicz,12/6/93 0:00,182.88,174,RB
287224,Adama Ba,8/27/93 0:00,177.8,150,RM
26136,Adama Coulibaly,9/10/80 0:00,185.42,183,CB
164360,Adama Francois,11/30/89 0:00,193.04,176,CB
357881,Adama Soumaoro,6/18/92 0:00,187.96,205,CB
181211,Adama Traore,2/3/90 0:00,170.18,161,
533212,Adama Traore,6/28/95 0:00,177.8,159,
103866,Adamo Coulibaly,8/14/81 0:00,187.96,172,ST
47394,Adel Taarabt,5/24/89 0:00,180.34,172,CAM
155738,Adem Ljajic,9/29/91 0:00,182.88,163,
361710,Aderlan Santos,4/9/89 0:00,193.04,183,RCB
568920,Aderlan,8/18/90 0:00,177.8,157,RB
45816,Adil Auassar,10/6/86 0:00,187.96,187,LM
37249,Adil Chihi,2/21/88 0:00,182.88,172,RM
40012,Adil Hermach,6/27/86 0:00,182.88,154,CDM
77741,Adil Rami,12/27/85 0:00,190.5,194,RCB
38612,Adil Ramzi,7/14/77 0:00,177.8,163,LM
164115,Adilson,1/1/82 0:00,193.04,194,CAM
276701,Adis Jahovic,3/18/87 0:00,190.5,198,
131409,Adlene Guedioura,11/12/85 0:00,177.8,179,
116788,Admir Aganovic,8/25/86 0:00,182.88,176,ST
132844,Admir Mehmedi,3/16/91 0:00,182.88,176,CF
45815,Adnan Alisic,2/10/84 0:00,180.34,157,CM
39875,Adnan Custovic,4/16/78 0:00,185.42,183,
449241,Adnan Januzaj,2/5/95 0:00,182.88,165,LM
43049,Adnan Mravac,4/10/82 0:00,193.04,185,CB
261599,Adnane Tighadouini,11/30/92 0:00,177.8,159,LM
154950,Adrian Basta,12/1/88 0:00,180.34,172,RB
182107,Adrian Blad,4/16/91 0:00,165.1,137,
121643,Adrian Chomiuk,6/23/88 0:00,182.88,179,LB
102572,Adrian Colunga,11/17/84 0:00,172.72,154,
43348,Adrian Cristea,11/30/83 0:00,177.8,161,CAM
113604,Adrian Daniel Calello,5/14/87 0:00,177.8,181,
482331,Adrian Embarba,5/7/92 0:00,172.72,146,
40501,Adrian Gonzalez,5/25/88 0:00,182.88,168,
178574,Adrian Gunino,2/3/89 0:00,167.64,141,
78537,Adrian Klepczynski,4/1/81 0:00,187.96,165,
45744,Adrian Lopez,1/8/88 0:00,182.88,161,
23358,Adrian Mariappa,10/3/86 0:00,177.8,179,RB
571685,Adrian Marin,1/9/97 0:00,180.34,161,
105526,Adrian Mrowiec,12/1/83 0:00,190.5,185,CB
39311,Adrian Mutu,8/1/79 0:00,182.88,168,
112976,Adrian Nikci,11/10/89 0:00,182.88,168,LM
116881,Adrian Paluchowski,8/19/87 0:00,180.34,165,CF
239253,Adrian Rakowski,10/7/90 0:00,180.34,154,CM
50345,Adrian Ramos,1/22/86 0:00,185.42,165,
323385,Adrian Ricardo Centurion,1/19/93 0:00,175.26,143,
42431,Adrian Ricchiuti,6/30/78 0:00,167.64,159,CAM
183482,Adrian Sardinero Corpa,10/13/90 0:00,180.34,172,
168047,Adrian Stoian,2/11/91 0:00,177.8,146,LW
114790,Adrian Winter,7/8/86 0:00,177.8,165,RM
169756,Adrian,1/31/87 0:00,187.96,170,ST
167648,Adriano De Pierro,1/11/91 0:00,185.42,170,CB
280969,Adriano Facchini,3/12/83 0:00,187.96,172,GK
39190,Adriano Ferreira Pinto,12/10/79 0:00,177.8,179,RM
172172,Adriano Jose de Lara,12/9/87 0:00,185.42,190,
39199,Adriano Pereira da Silva,4/3/82 0:00,180.34,165,
38122,Adriano Russo,6/6/87 0:00,185.42,159,CB
121923,Adriano,1/21/82 0:00,175.26,168,ST
30690,Adriano,2/17/82 0:00,187.96,194,ST
33992,Adriano,10/26/84 0:00,172.72,161,ST
41109,Adriano,1/29/80 0:00,182.88,176,ST
171737,Adrien Goni,8/25/88 0:00,172.72,146,
447107,Adrien Hunou,1/19/94 0:00,175.26,137,LAM
352879,Adrien Rabiot,4/3/95 0:00,187.96,157,CM
557353,Adrien Rawyler,6/13/93 0:00,177.8,150,CM
188413,Adrien Regattin,8/22/91 0:00,167.64,146,RW
40930,Adrien Silva,3/15/89 0:00,175.26,152,CM
317062,Adrien Thomasson,12/10/93 0:00,177.8,159,RM
242719,Adrien Trebel,3/3/91 0:00,172.72,159,LDM
263276,Adryan,8/10/94 0:00,175.26,157,LM
35608,"Afonso Alves,24",1/30/81 0:00,185.42,163,
361711,Afonso,1/6/93 0:00,170.18,139,LB
213366,Afriyie Acquah,1/5/92 0:00,177.8,154,CM
441441,Ager Aketxe,12/30/93 0:00,175.26,152,
118883,Agim Ibraimi,8/29/88 0:00,177.8,157,CAM
119305,Agon Mehmeti,11/20/89 0:00,182.88,174,ST
256728,Agustin Vuletich,11/3/91 0:00,185.42,174,
45872,Ahmed Ammi,1/19/81 0:00,180.34,165,RB
41399,Ahmed Apimah Barusso,12/26/84 0:00,182.88,165,CDM
513810,Ahmed El Messaoudi,8/3/95 0:00,182.88,172,CDM
111930,Ahmed El Mohamady,9/9/87 0:00,182.88,172,RM
561140,Ahmed Hamoudi,7/21/90 0:00,172.72,148,RM
403003,Ahmed Hassan Koka,3/5/93 0:00,190.5,187,
297556,Ahmed Hegazy,1/25/91 0:00,195.58,183,CB
41182,Ahmed Kantari,6/28/85 0:00,185.42,181,CB
120917,Ahmed Kashi,11/18/88 0:00,177.8,168,CDM
232103,Ahmed Musa,10/14/92 0:00,167.64,152,ST
174597,Ahmed Saied Okka,3/13/84 0:00,185.42,174,
174600,Ahmed Samir Farag,5/20/86 0:00,182.88,190,LB
148953,Ahmed Soukouna,1/13/90 0:00,182.88,168,CF
441166,Ahmet Ozcan,3/7/95 0:00,182.88,165,CB
410141,Aidan Connolly,8/15/95 0:00,165.1,143,CAM
582500,Aidan Nesbitt,2/5/97 0:00,175.26,143,CF
199829,Aiden Chippendale,5/24/92 0:00,172.72,150,LW
32448,Aiden McGeady,4/4/86 0:00,177.8,157,RM
34319,Aimo Stefano Diana,1/2/78 0:00,175.26,163,RB
213737,Airam Cabrera,10/21/87 0:00,180.34,172,
133535,Airton,2/21/90 0:00,180.34,170,CDM
128843,Aislan,1/11/88 0:00,193.04,198,CB
715642,Aissa Laidouni,12/13/96 0:00,182.88,161,
210683,Aissa Mandi,10/22/91 0:00,182.88,172,
185301,Aitor Nunez,10/2/87 0:00,177.8,154,
33993,Aitor Ocio,11/28/76 0:00,187.96,170,CB
24160,Aiyegbeni Yakubu,11/22/82 0:00,182.88,183,
243127,Akaki Gogia,1/18/92 0:00,177.8,161,LM
20771,Akihiro Ienaga,6/13/86 0:00,172.72,154,LW
244128,Akoete Eninful,7/21/92 0:00,182.88,154,
23163,Akos Buzsaky,5/7/82 0:00,180.34,163,
31255,Akpo Sodje,1/31/81 0:00,187.96,176,ST
127255,Akwetey Mensah,4/15/83 0:00,172.72,163,CDM
33451,Alaeddine Yahia,9/26/81 0:00,187.96,179,RCB
26085,Alain Cantareil,8/15/83 0:00,177.8,154,LB
34268,Alain Nef,2/6/82 0:00,190.5,194,RCB
182847,Alain Pierre Mendy,11/17/89 0:00,182.88,159,CDM
36785,Alain Rochat,2/1/83 0:00,182.88,172,CB
67393,Alain Schultz,2/17/83 0:00,175.26,165,CAM
34417,Alain Traore,12/31/88 0:00,175.26,161,
95220,Alain Wiss,8/21/90 0:00,180.34,148,RCB
32693,Alan Combe,4/3/74 0:00,185.42,172,GK
32547,Alan Gow,10/9/82 0:00,182.88,154,CAM
37085,Alan Haydock,1/13/76 0:00,175.26,159,RCM
267728,Alan Henrique,6/19/91 0:00,187.96,181,LCB
32870,Alan Hutton,11/30/84 0:00,185.42,161,RWB
92935,Alan Kardec,1/12/89 0:00,187.96,176,ST
14100,Alan Mannus,5/19/82 0:00,187.96,203,GK
32845,Alan Martin,1/1/89 0:00,182.88,165,GK
23081,Alan Maybury,8/8/78 0:00,180.34,161,RB
24024,Alan O'Brien,2/20/85 0:00,177.8,157,LW
667963,Alan Schons,5/24/93 0:00,180.34,163,CM
30248,Alan Smith,10/28/80 0:00,180.34,179,CM
23881,Alan Tate,9/2/82 0:00,185.42,187,CB
312585,Alan Uryga,2/19/94 0:00,190.5,187,CDM
25926,Alan,9/19/79 0:00,180.34,154,LDM
441173,Alassane Diallo,2/19/95 0:00,175.26,132,CAM
294859,Alassane Plea,3/10/93 0:00,180.34,174,
289250,Alassane Tambe,1/26/92 0:00,182.88,161,
160220,Alassane Toure,2/9/89 0:00,182.88,161,
121488,Alban Joinel,9/14/79 0:00,187.96,181,GK
698273,Alban Lafont,1/23/99 0:00,193.04,170,GK
94883,Alban Meha,4/26/86 0:00,175.26,168,LM
177689,Alban Pnishi,10/20/90 0:00,187.96,179,CB
37503,Albano Benjamin Bizzarri,11/9/77 0:00,193.04,196,
41173,Albert Baning,3/19/85 0:00,193.04,179,
35831,Albert Bunjaku,11/29/83 0:00,177.8,165,RM
45605,Albert Crusat,5/13/82 0:00,165.1,143,
37483,Albert Meyong Ze,10/19/80 0:00,182.88,157,
396912,Albert Rafetraniaina,9/9/96 0:00,175.26,143,CDM
37920,Albert Riera,4/15/82 0:00,187.96,183,LM
484858,Albert Rusnak,7/7/94 0:00,180.34,143,CM
36066,Albert Streit,3/28/80 0:00,180.34,174,RM
27694,Alberto Aquilani,7/7/84 0:00,185.42,174,CM
107929,Alberto Botia,1/27/89 0:00,187.96,176,
299879,Alberto Brignoli,8/19/91 0:00,187.96,163,GK
41168,Alberto Bueno,3/20/88 0:00,177.8,141,
38395,Alberto Cifuentes,5/29/79 0:00,187.96,148,GK
47565,Alberto De la Bella,12/2/85 0:00,182.88,181,
39425,Alberto Fontana,1/23/67 0:00,185.42,161,GK
30143,"Alberto Frison,18",7/21/88 0:00,190.5,187,
102394,Alberto Garcia,2/9/85 0:00,182.88,170,
30881,Alberto Gilardino,7/5/82 0:00,182.88,174,ST
42460,Alberto Giuliatto,9/17/83 0:00,180.34,170,LM
575364,Alberto Grassi,3/7/95 0:00,182.88,165,CM
543020,Alberto Guitian,7/29/90 0:00,182.88,163,
37451,Alberto Lopo,5/5/80 0:00,185.42,179,
32763,"Alberto Luque,21",3/11/78 0:00,182.88,176,
39743,Alberto Maria Fontana,12/2/74 0:00,187.96,183,GK
314605,Alberto Moreno,7/5/92 0:00,170.18,143,LB
109121,Alberto Paloschi,1/4/90 0:00,182.88,176,ST
39302,Alberto Pelagotti,3/9/89 0:00,187.96,181,GK
231977,Alberto Perea,12/19/90 0:00,175.26,146,RM
74028,Alberto Pomini,3/17/81 0:00,187.96,183,GK
42121,Alberto Regazzoni,5/4/83 0:00,170.18,143,LM
2790,Alberto Rey,2/15/74 0:00,175.26,163,
30273,Alberto Rivera,2/16/78 0:00,167.64,146,
88521,Alberto Rodriguez,3/31/84 0:00,182.88,157,
38576,Alberto Zapater,6/13/85 0:00,180.34,181,
527104,Albian Ajeti,2/26/97 0:00,182.88,170,ST
26401,Albin Ebondo,2/23/84 0:00,182.88,187,RB
71768,Albin Ekdal,7/28/89 0:00,185.42,181,RDM
493418,Albion Avdijaj,1/12/94 0:00,190.5,176,ST
281864,Aldair,1/31/92 0:00,170.18,143,ST
661509,Aldin Turkes,4/22/96 0:00,193.04,165,ST
93343,Aldo Angoula,5/4/81 0:00,182.88,181,CB
664961,Aldo Kalulu,1/21/96 0:00,165.1,126,ST
33759,Aldo Pedro Duscher,3/22/79 0:00,175.26,159,CDM
39345,Aleandro Rosi,5/17/87 0:00,182.88,176,RB
467052,Alec Luyckx,5/19/95 0:00,175.26,146,CM
450292,Alef,1/28/95 0:00,185.42,157,CDM
189192,Aleix Vidal,8/21/89 0:00,177.8,152,RM
38131,Alejandro Alfaro,11/23/86 0:00,175.26,161,
26120,Alejandro Alonso,3/3/82 0:00,170.18,150,RM
191906,Alejandro Arribas,5/1/89 0:00,182.88,163,
169217,Alejandro Bedoya,4/29/87 0:00,177.8,161,RDM
151079,Alejandro Bergantinos,6/7/85 0:00,177.8,161,
45220,Alejandro Daro Gomez,2/15/88 0:00,165.1,150,
10348,Alejandro Dominguez,6/10/81 0:00,175.26,161,
97657,Alejandro Faurlin,8/9/86 0:00,185.42,174,LCM
303484,Alejandro Galvez,6/6/89 0:00,190.5,174,
168569,Alejandro Gonzalez,3/23/88 0:00,182.88,174,
288406,Alejandro Grimaldo Garcia,9/20/95 0:00,175.26,157,
187150,Alejandro Martinuccio,12/16/87 0:00,177.8,161,ST
282470,Alejandro Pozuelo,9/20/91 0:00,170.18,139,
302911,Aleksandar Bjelica,1/7/94 0:00,185.42,176,CB
364496,Aleksandar Cavric,5/18/94 0:00,185.42,168,
522571,Aleksandar Damcevski,11/21/92 0:00,193.04,194,
167094,Aleksandar Ignjovski,1/27/91 0:00,175.26,154,RB
16351,Aleksandar Kolarov,11/10/85 0:00,187.96,183,LB
426005,Aleksandar Kovacevic,1/9/92 0:00,172.72,154,
37515,Aleksandar Lukovic,10/23/82 0:00,185.42,183,
155739,Aleksandar Miljkovic,2/26/90 0:00,182.88,168,
34067,Aleksandar Mitreski,8/5/80 0:00,185.42,165,CB
351860,Aleksandar Mitrovic,9/16/94 0:00,187.96,181,
280638,Aleksandar Pantic,4/11/92 0:00,185.42,168,CB
164519,Aleksandar Pesic,5/21/92 0:00,190.5,192,
124144,Aleksandar Prijovic,4/21/90 0:00,193.04,192,
26680,Aleksandar Rankovic,8/31/78 0:00,172.72,172,CDM
278866,Aleksandar Stevanovic,2/16/92 0:00,175.26,143,
69018,Aleksandar Todorovski,2/26/84 0:00,180.34,161,RB
156534,Aleksandar Tonev,2/3/90 0:00,177.8,152,RM
208852,Aleksandar Trajkovski,9/5/92 0:00,177.8,161,LF
27476,Aleksandar Vasoski,11/21/79 0:00,180.34,168,CB
306158,Aleksander Jagiello,2/2/95 0:00,165.1,132,
68839,Aleksander Kwiek,1/13/83 0:00,175.26,174,RDM
3441,Aleksander Radosavljevic,4/25/79 0:00,182.88,174,
22822,Aleksander Seliga,2/1/80 0:00,185.42,174,
26169,Aleksandr Hleb,5/1/81 0:00,185.42,161,
89828,Aleksandrs Fertovs,6/16/87 0:00,177.8,172,CDM
31191,Aleksei Kangaskolkka,10/29/88 0:00,187.96,185,ST
395154,Alen Halilovic,6/18/96 0:00,170.18,143,
173913,Alen Melunovic,1/26/90 0:00,190.5,174,
191081,Alen Stevanovic,1/7/91 0:00,180.34,183,RM
39145,Alesandro Cordaro,5/2/86 0:00,170.18,150,
39763,Alessandro Agostini,7/23/79 0:00,175.26,146,LB
39470,Alessandro Bernardini,1/21/87 0:00,187.96,161,CB
39762,Alessandro Budel,2/25/81 0:00,182.88,181,CM
74452,Alessandro Carrozza,2/1/82 0:00,177.8,168,LM
197848,Alessandro Cerigioni,9/30/92 0:00,177.8,159,ST
41424,Alessandro Ciarrocchi,1/3/88 0:00,190.5,181,ST
154238,Alessandro Crescenzi,9/25/91 0:00,175.26,157,RB
561819,Alessandro Damen,5/17/90 0:00,185.42,183,GK
30727,Alessandro Del Piero,11/9/74 0:00,175.26,163,ST
41475,Alessandro Diamanti,5/2/83 0:00,180.34,165,RAM
264842,Alessandro Florenzi,3/11/91 0:00,172.72,148,RB
42443,Alessandro Frara,11/7/82 0:00,177.8,159,CM
24504,Alessandro Gamberini,8/27/81 0:00,185.42,176,RCB
41816,Alessandro Gazzi,1/28/83 0:00,182.88,179,CDM
27606,Alessandro Grandoni,7/22/77 0:00,180.34,168,CB
182843,Alessandro Iacobucci,6/3/91 0:00,187.96,181,GK
7683,Alessandro Iandoli,4/29/84 0:00,180.34,181,LB
73047,Alessandro Lambrughi,5/19/87 0:00,180.34,170,CB
215725,Alessandro Longhi,6/25/89 0:00,185.42,168,LB
27679,Alessandro Lucarelli,7/22/77 0:00,182.88,172,RCB
11747,Alessandro Mangiarrati,9/15/78 0:00,182.88,172,
41411,Alessandro Matri,8/19/84 0:00,182.88,176,ST
30723,Alessandro Nesta,3/19/76 0:00,187.96,174,RCB
41729,Alessandro Parisi,4/15/77 0:00,182.88,165,LB
620524,Alessandro Piu,7/30/96 0:00,180.34,161,ST
39314,Alessandro Potenza,3/8/84 0:00,185.42,174,CB
167369,Alessandro Riedle,8/14/91 0:00,177.8,168,ST
31304,Alessandro Rosina,1/31/84 0:00,167.64,148,RW
461357,Alessandro Schoepf,2/7/94 0:00,177.8,165,
42652,Alessandro Sgrigna,4/24/80 0:00,177.8,176,ST
41269,Alessio Cerci,7/23/87 0:00,180.34,172,RW
282706,Alessio Cragno,6/28/94 0:00,182.88,172,GK
602306,Alessio Da Cruz,1/18/97 0:00,180.34,154,LW
39197,Alessio Manzoni,4/10/87 0:00,177.8,143,CM
362195,Alessio Romagnoli,1/12/95 0:00,187.96,172,LCB
41762,Alessio Scarpi,4/19/73 0:00,187.96,183,GK
42482,Alessio Sestu,9/29/83 0:00,177.8,161,RCM
24469,Alex Baptiste,1/31/86 0:00,180.34,163,RWB
35480,Alex Bruce,9/28/84 0:00,180.34,179,CB
363343,Alex Bruno,10/7/93 0:00,170.18,134,RM
80566,Alex Bruno,5/9/82 0:00,187.96,190,RM
39204,Alex Calderoni,5/31/76 0:00,182.88,183,GK
306062,Alex Cooper,11/4/91 0:00,180.34,154,LM
213500,Alex Fernandez,10/15/92 0:00,180.34,150,
447488,Alex Ferrari,7/1/94 0:00,182.88,154,RB
265618,Alex Goncalves,5/20/90 0:00,182.88,168,
396888,Alex Harris,8/31/94 0:00,177.8,152,RM
430433,Alex Henshall,2/15/94 0:00,177.8,146,LM
604785,Alex Iwobi,5/3/96 0:00,180.34,165,LM
282274,Alex Kacaniklic,8/13/91 0:00,180.34,159,
470416,Alex Kakuba,6/12/91 0:00,177.8,159,LB
33913,Alex Keddie,1/23/81 0:00,187.96,183,RCB
205034,Alex Lopez,1/11/88 0:00,172.72,141,CAM
155122,Alex MacDonald,4/14/90 0:00,170.18,159,RM
39566,Alex Manninger,6/4/77 0:00,187.96,187,
264293,Alex Martinez,8/12/90 0:00,175.26,141,
119079,Alex McCarthy,12/3/89 0:00,193.04,174,GK
282689,Alex Menendez,7/17/91 0:00,180.34,148,
32924,Alex Neil,6/9/81 0:00,175.26,154,RAM
196386,Alex Oxlade-Chamberlain,8/15/93 0:00,175.26,154,RM
49709,Alex Pearce,11/9/88 0:00,187.96,187,CB
213493,Alex Perez,8/11/91 0:00,187.96,176,
41136,Alex Pinardi,9/5/80 0:00,180.34,163,CAM
408994,Alex Portillo,11/6/92 0:00,180.34,159,
157865,Alex Sandro,1/26/91 0:00,180.34,172,LB
262753,Alex Schalk,8/7/92 0:00,170.18,150,LS
34650,Alex Silva,3/10/85 0:00,193.04,179,RCB
478988,Alex Soares,3/1/91 0:00,177.8,150,LCM
23678,Alex Song,9/9/87 0:00,185.42,163,
428672,Alex Telles,12/15/92 0:00,180.34,157,LB
41975,Alex Valentini,4/5/88 0:00,185.42,176,GK
41766,Alex Von Schwedler,2/17/80 0:00,182.88,168,CB
150396,Alex,1/29/89 0:00,182.88,170,RM
163838,Alex,8/27/91 0:00,175.26,148,RM
26564,Alex,6/17/82 0:00,187.96,203,RM
186923,Alexander Bannink,2/20/90 0:00,185.42,176,CM
27306,Alexander Baumjohann,1/23/87 0:00,177.8,165,CAM
118434,Alexander Buettner,2/11/89 0:00,175.26,165,
27535,Alexander Bugera,8/8/78 0:00,180.34,165,LB
317565,Alexander Corryn,1/3/94 0:00,177.8,154,LB
422127,Alexander Cristovao,3/14/93 0:00,185.42,187,
